title,image_link,platform1,platform2,platform3,platform4,platform5,platform6
Cube Creator X,unreleased,Switch,na,na,na,na,na
Cuphead,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Cuphead_%28artwork%29.jpg/220px-Cuphead_%28artwork%29.jpg,Switch\,XboxOne,na,na,na,na
Cursed Castilla,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/MalditaCastilla.jpg/220px-MalditaCastilla.jpg,Switch,na,na,na,na,na
D/Generation HD,unreleased,Switch\,XboxOne,na,na,na,na
Daemon X Machina,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Daemon_x_Machina_logo.jpg/220px-Daemon_x_Machina_logo.jpg,Switch,na,na,na,na,na
Daggerhood,unreleased,Switch\,XboxOne,na,na,na,na
Daitoshokan no Hitsujikai: Library Party,unreleased,Switch,na,na,na,na,na
Damascus Gear: Operation Tokyo,unreleased,Switch,na,na,na,na,na
Danmaku Unlimited 3,unreleased,Switch,na,na,na,na,na
Dark Souls: Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Dark_Souls_Cover_Art.jpg/220px-Dark_Souls_Cover_Art.jpg,Switch,na,na,na,na,na
The Darkside Detective,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Blue_pencil.svg/10px-Blue_pencil.svg.png,Switch,na,na,na,na,na
Darkwood,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Darkwood_cover.png/220px-Darkwood_cover.png,Switch,na,na,na,na,na
Dawn of the Breakers,unreleased,Switch,na,na,na,na,na
De Blob 2,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Deblob2cover.jpg/220px-Deblob2cover.jpg,Switch,na,na,na,na,na
De Mambo,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Blue_pencil.svg/10px-Blue_pencil.svg.png,Switch,na,na,na,na,na
Dead End Job,unreleased,Switch\,XboxOne,na,na,na,na
Dead or Alive Xtreme 3: Scarlet,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/DeadOrAliveXtreme3.jpg/250px-DeadOrAliveXtreme3.jpg,Switch,na,na,na,na,na
Dear My Abyss,unreleased,Switch,na,na,na,na,na
Death Mark,unreleased,Switch,na,na,na,na,na
Death Road to Canada,unreleased,Switch,na,na,na,na,na
Deathstate,unreleased,Switch,na,na,na,na,na
Debris Infinity,unreleased,Switch,na,na,na,na,na
Decay of Logos,unreleased,Switch,na,na,na,na,na
Deemo,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/DeemoLastRecitalVita.jpg/220px-DeemoLastRecitalVita.jpg,Switch,na,na,na,na,na
Deep Ones,unreleased,Switch\,XboxOne,na,na,na,na
The Deer God,unreleased,Switch\,WiiU\,XboxOne,na,na,na
Dei Gratia no Rashinban,unreleased,Switch,na,na,na,na,na
The Demon Crystal,unreleased,Switch,na,na,na,na,na
Derby Stallion,https://upload.wikimedia.org/wikipedia/en/3/39/Derby_Stallion_II_Coverart.png,Switch,na,na,na,na,na
Deru: The Art of Cooperation,unreleased,Switch,na,na,na,na,na
Desert Child,unreleased,Switch\,XboxOne,na,na,na,na
 Detective Case and Clown Bot: Murder In Hotel Lisbon,unreleased,Switch,na,na,na,na,na
 Detective Case and Clown Bot: The Express Killer,unreleased,Switch,na,na,na,na,na
Detective Gallo,unreleased,Switch,na,na,na,na,na
Detention,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Detention_video_game_logo_2017.png/220px-Detention_video_game_logo_2017.png,Switch,na,na,na,na,na
Devil Engine,unreleased,Switch,na,na,na,na,na
Devious Dungeon,unreleased,Switch\,XboxOne,na,na,na,na
Diablo III: Eternal Collection,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Diablo_III_cover.png/220px-Diablo_III_cover.png,Switch,na,na,na,na,na
Dies irae: Amantes amentes,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Dies_irae_Amantes_amentes_-_Windows_cover_art.png/220px-Dies_irae_Amantes_amentes_-_Windows_cover_art.png,Switch,na,na,na,na,na
Diluvion,unreleased,Switch,na,na,na,na,na
Dimension Drive,unreleased,Switch\,XboxOne,na,na,na,na
Disease: Hidden Object,unreleased,Switch,na,na,na,na,na
Disney Tsum Tsum Festival,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Disney_Tsum_Tsum_Festival_logo.png/220px-Disney_Tsum_Tsum_Festival_logo.png,Switch,na,na,na,na,na
Don't Die\, Mr. Robot! DX,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Don%27t_Die%2C_Mr._Robot%21_Logo.png/220px-Don%27t_Die%2C_Mr._Robot%21_Logo.png,Switch,na,na,na,na,na
Don't Knock Twice,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Dont_Knock_Twice_Cover_Art.jpg/220px-Dont_Knock_Twice_Cover_Art.jpg,Switch\,XboxOne,na,na,na,na
Donkey Kong Country: Tropical Freeze,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/DKC5_box_art.jpg/220px-DKC5_box_art.jpg,Switch\,WiiU,na,na,na,na
Doom & Destiny,unreleased,Switch,na,na,na,na,na
Doraemon: Nobita no Bokujou Monogatari,unreleased,Switch,na,na,na,na,na
Double Cross,unreleased,Switch,na,na,na,na,na
Double Dragon IV,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Double_Dragon_IV_cover_art.jpg/220px-Double_Dragon_IV_cover_art.jpg,Switch,na,na,na,na,na
Double Kick Heroes,unreleased,Switch,na,na,na,na,na
DragoDino,unreleased,Switch\,XboxOne,na,na,na,na
Dragon Marked for Death,unreleased,Switch,na,na,na,na,na
Dragon Quest XI,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Dragon_Quest_XI_cover_art.jpg/220px-Dragon_Quest_XI_cover_art.jpg,Switch,na,na,na,na,na
Dragon Sinker: Descendents of Legend,unreleased,Switch,na,na,na,na,na
DragonFangZ: The Rose & Dungeon of Time,unreleased,Switch,na,na,na,na,na
Draw a Stickman: Epic 2,unreleased,Switch\,WiiU,na,na,na,na
Dream Alone,unreleased,Switch,na,na,na,na,na
A Duel Hand Disaster: Trackher,unreleased,Switch,na,na,na,na,na
Dungeon Rushers,unreleased,Switch,na,na,na,na,na
Dungeon of Zaar,unreleased,Switch,na,na,na,na,na
Dungeons & Aliens,unreleased,Switch,na,na,na,na,na
Dusty Raging Fist,unreleased,Switch,na,na,na,na,na
Dying: Reborn,unreleased,Switch\,XboxOne,na,na,na,na
Dynamite Fishing: World Games,unreleased,Switch\,XboxOne,na,na,na,na
Dysmantle,unreleased,Switch,na,na,na,na,na
Eat All the Things,unreleased,Switch,na,na,na,na,na
Eat Beat Deadspike-san,unreleased,Switch,na,na,na,na,na
The Elder Scrolls: Legends,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Elder_Scrolls_Legends.png/220px-Elder_Scrolls_Legends.png,Switch,na,na,na,na,na
Elevator...to the Moon! Turbo Champion's Edition,unreleased,Switch,na,na,na,na,na
Elli,unreleased,Switch,na,na,na,na,na
Embers of Mirrim,unreleased,Switch\,XboxOne,na,na,na,na
Enchanting Mahjong Match,unreleased,Switch,na,na,na,na,na
Energy Balance,unreleased,Switch,na,na,na,na,na
Energy Cycle,unreleased,Switch\,XboxOne,na,na,na,na
Energy Invasion,unreleased,Switch,na,na,na,na,na
Epic Loon,unreleased,Switch\,XboxOne,na,na,na,na
Escape Trick: 35 Fateful Enigmas,unreleased,Switch,na,na,na,na,na
Estiman,unreleased,Switch,na,na,na,na,na
Eternum,unreleased,Switch,na,na,na,na,na
Etherborn,unreleased,Switch\,XboxOne,na,na,na,na
European Conqueror X,unreleased,Switch,na,na,na,na,na
Eve: Burst Error R,unreleased,Switch,na,na,na,na,na
Evoland: Legendary Edition,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Evoland_Logo.png/220px-Evoland_Logo.png,Switch,na,na,na,na,na
Exorder,unreleased,Switch,na,na,na,na,na
Fairune Collection,unreleased,Switch,na,na,na,na,na
The Fall Part 2: Unbound,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/The_Fall_%28video_game%29_logo.png/220px-The_Fall_%28video_game%29_logo.png,Switch\,XboxOne,na,na,na,na
Fall of Light: Darkest Edition,unreleased,Switch\,XboxOne,na,na,na,na
Fallen Legion: Rise to Glory,unreleased,Switch,na,na,na,na,na
Fallout Shelter,https://upload.wikimedia.org/wikipedia/en/9/90/Fallout_Shelter_Icon.jpeg,Switch,na,na,na,na,na
Fantasy Hero: Unsigned Legacy,unreleased,Switch,na,na,na,na,na
Farm Expert 2018,unreleased,Switch,na,na,na,na,na
Farmers Dynasty,unreleased,Switch,na,na,na,na,na
Farming Simulator,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Farming_Simulator_Logo.png/220px-Farming_Simulator_Logo.png,Switch\,Xbox360,na,na,na,na
Fast RMX,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Fast_RMX_video_game_logo_2017.png/220px-Fast_RMX_video_game_logo_2017.png,Switch,na,na,na,na,na
Fear Effect Reinvented,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Fear_Effect.jpg/220px-Fear_Effect.jpg,Switch\,XboxOne,na,na,na,na
Fear Effect Sedna,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Fear_Effect_Sedna_cover.jpg/220px-Fear_Effect_Sedna_cover.jpg,Switch\,XboxOne,na,na,na,na
Final Fantasy XV: Pocket Edition,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Final_Fantasy_XV_Pocket_Edition_Logo.jpg/220px-Final_Fantasy_XV_Pocket_Edition_Logo.jpg,Switch,na,na,na,na,na
Final Fantasy: Crystal Chronicles Remastered Edition,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Final_Fantasy_Crystal_Chronicles_%28box_art%29.jpg/220px-Final_Fantasy_Crystal_Chronicles_%28box_art%29.jpg,Switch,na,na,na,na,na
Fire Emblem: Three Houses,https://upload.wikimedia.org/wikipedia/en/thumb/d/de/FireEmblemThreeHousesBoxart.jpeg/220px-FireEmblemThreeHousesBoxart.jpeg,Switch,na,na,na,na,na
Fire Emblem Warriors,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Fire_Emblem_Warriors.jpg/220px-Fire_Emblem_Warriors.jpg,Switch,na,na,na,na,na
The First Tree,unreleased,Switch\,XboxOne,na,na,na,na
Fishing Star World Tour,unreleased,Switch,na,na,na,na,na
Fishing Universe Simulator,unreleased,Switch,na,na,na,na,na
Fitness Boxing,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Fitness_Boxing.jpg/220px-Fitness_Boxing.jpg,Switch,na,na,na,na,na
Flat Heroes,unreleased,Switch,na,na,na,na,na
Flip Wars,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Flip_Wars_splash.png/220px-Flip_Wars_splash.png,Switch,na,na,na,na,na
Floor Kids,unreleased,Switch\,XboxOne,na,na,na,na
Fly O'Clock,unreleased,Switch,na,na,na,na,na
Food Truck Tycoon,unreleased,Switch,na,na,na,na,na
Football Manager Touch 2018,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Football_Manager_2018_Cover.jpg/220px-Football_Manager_2018_Cover.jpg,Switch,na,na,na,na,na
Football Manager Touch 2019,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Football_Manager_19_cover_art.jpg/220px-Football_Manager_19_cover_art.jpg,Switch,na,na,na,na,na
Forager,unreleased,Switch,na,na,na,na,na
The Forbidden Arts,unreleased,Switch,na,na,na,na,na
Forsaken Castle,unreleased,Switch,na,na,na,na,na
Fortnite Battle Royale,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fortnite_Battle_Royale.png/220px-Fortnite_Battle_Royale.png,Switch,na,na,na,na,na
Fossil Hunters,unreleased,Switch\,XboxOne,na,na,na,na
Fox N Forests,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Fox_N_Forests.png/220px-Fox_N_Forests.png,Switch,na,na,na,na,na
Framed Collection,unreleased,Switch,na,na,na,na,na
Frederic: Resurrection of Music,unreleased,Switch\,WiiU,na,na,na,na
Frederic 2: Evil Strikes Back,unreleased,Switch,na,na,na,na,na
Freecell Battle King,unreleased,Switch,na,na,na,na,na
The Friends of Ringo Ishikawa,unreleased,Switch,na,na,na,na,na
FruitFall Crush,unreleased,Switch,na,na,na,na,na
Frutakia 2,unreleased,Switch,na,na,na,na,na
FullBlast,unreleased,Switch\,WiiU\,XboxOne,na,na,na
Fuga on the Battlefield,unreleased,Switch,na,na,na,na,na
Fun! Fun! Animal Park,unreleased,Switch,na,na,na,na,na
FunBox Party,unreleased,Switch,na,na,na,na,na
Gal Metal,unreleased,Switch,na,na,na,na,na
Galak-Z: Variant S,unreleased,Switch,na,na,na,na,na
Garage,unreleased,Switch,na,na,na,na,na
Gato Roboto,unreleased,Switch,na,na,na,na,na
Gear.Club Unlimited,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Cover_large_2_2.jpg/220px-Cover_large_2_2.jpg,Switch,na,na,na,na,na
Gear.Club Unlimited 2,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Cover_large_2_2.jpg/220px-Cover_large_2_2.jpg,Switch,na,na,na,na,na
Gekido: Kintaro's Revenge,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Gekido_Advance_-_Kintaro%27s_Revenge_Coverart.png/220px-Gekido_Advance_-_Kintaro%27s_Revenge_Coverart.png,Switch\,XboxOne,na,na,na,na
Gelly Break,unreleased,Switch,na,na,na,na,na
Geminose: Animal Popstars,unreleased,Switch,na,na,na,na,na
Gems of War,unreleased,Switch,na,na,na,na,na
Gensou Kissa Enchante,unreleased,Switch,na,na,na,na,na
GetAmped Mobile,unreleased,Switch,na,na,na,na,na
Ghost 1.0,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Ghost_1.0_Cover.jpg/220px-Ghost_1.0_Cover.jpg,Switch\,XboxOne,na,na,na,na
Ghoulboy: Dark Sword of Goblin,unreleased,Switch,na,na,na,na,na
Gigantic Army,unreleased,Switch,na,na,na,na,na
Ginger: Beyond the Crystal,unreleased,Switch\,XboxOne,na,na,na,na
Ginsei Shogi: KyoutenDotou FuRaiJin,unreleased,Switch,na,na,na,na,na
Glaive: Brick Breaker,unreleased,Switch,na,na,na,na,na
Glass Masquerade,unreleased,Switch,na,na,na,na,na
Gnomes Garden: New Home,unreleased,Switch\,XboxOne,na,na,na,na
Go Vacation,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Go_Vacation_NA_box_art.jpg/250px-Go_Vacation_NA_box_art.jpg,Switch,na,na,na,na,na
Goat Simulator: The GOATY,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Goat_Simulator_cover.jpg/220px-Goat_Simulator_cover.jpg,Switch,na,na,na,na,na
Gods Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Gods_cover.png/220px-Gods_cover.png,Switch\,XboxOne,na,na,na,na
Goetia,unreleased,Switch,na,na,na,na,na
The Golf,unreleased,Switch,na,na,na,na,na
Golf Peaks,unreleased,Switch,na,na,na,na,na
Golf Story,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Golf_Story.jpg/220px-Golf_Story.jpg,Switch,na,na,na,na,na
Gonner,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Gonner.png/220px-Gonner.png,Switch,na,na,na,na,na
Gorogoa,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Gorogoa_logo.png/220px-Gorogoa_logo.png,Switch,na,na,na,na,na
Gorsd,unreleased,Switch,na,na,na,na,na
Gotcha Racing 2nd,unreleased,Switch,na,na,na,na,na
Gotouchi Tetsudou,unreleased,Switch,na,na,na,na,na
Grand Prix Rock 'N Racing,unreleased,Switch\,WiiU\,XboxOne,na,na,na
Grandia Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Grandia_coverart.jpg/220px-Grandia_coverart.jpg,Switch,na,na,na,na,na
Grandia II Remastered,https://upload.wikimedia.org/wikipedia/en/5/5c/G2dcboxart.jpg,Switch,na,na,na,na,na
Grave Danger,unreleased,Switch,na,na,na,na,na
Green Game: TimeSwapper,unreleased,Switch,na,na,na,na,na
Grid Autosport,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Grid_autosport.png/220px-Grid_autosport.png,Switch\,Xbox360,na,na,na,na
Grid Mania,unreleased,Switch,na,na,na,na,na
Gris,unreleased,Switch,na,na,na,na,na
Guilt Battle Arena,unreleased,Switch\,XboxOne,na,na,na,na
Gunhouse,unreleased,Switch,na,na,na,na,na
Gunman Clive HD Collection,https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/GunmanClive.jpg/220px-GunmanClive.jpg,Switch\,WiiU,na,na,na,na
Guns\, Gore & Cannoli,unreleased,Switch,na,na,na,na,na
Guns\, Gore & Cannoli 2,unreleased,Switch,na,na,na,na,na
Gunvolt Chronicles: Luminous Avenger iX,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Azure_Striker_Gunvolt_cover_artwork.jpg/220px-Azure_Striker_Gunvolt_cover_artwork.jpg,Switch,na,na,na,na,na
Hakuoki Shinkai: Gekikage no Shou,unreleased,Switch,na,na,na,na,na
Hakuoki Shinkai: Ginsei no Shou,unreleased,Switch,na,na,na,na,na
Hammerwatch,unreleased,Switch\,XboxOne,na,na,na,na
Hanayaka Nari\, Waga Ichizoku Gentou Nostalgie,unreleased,Switch,na,na,na,na,na
Hanayaka Nari\, Waga Ichizoku Modern Nostalgie,unreleased,Switch,na,na,na,na,na
Hard West: Complete Edition,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Hard_West_Cover.jpg/220px-Hard_West_Cover.jpg,Switch,na,na,na,na,na
Hazelnut Bastille,unreleased,Switch,na,na,na,na,na
Hell Warders,unreleased,Switch\,XboxOne,na,na,na,na
Hello Neighbor,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Hello_Neighbor_Beta_Logo_2017.jpg/220px-Hello_Neighbor_Beta_Logo_2017.jpg,Switch\,XboxOne,na,na,na,na
Hello Neighbor: Hide and Seek,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Hello_Neighbor_Beta_Logo_2017.jpg/220px-Hello_Neighbor_Beta_Logo_2017.jpg,Switch\,XboxOne,na,na,na,na
Hellpoint,unreleased,Switch,na,na,na,na,na
Heroes of the Monkey Tavern,unreleased,Switch,na,na,na,na,na
Heroes Trials,unreleased,Switch\,XboxOne,na,na,na,na
Hex Gambit,unreleased,Switch,na,na,na,na,na
Hexologic,unreleased,Switch,na,na,na,na,na
Hiragana Pixel Party,unreleased,Switch,na,na,na,na,na
A Hole New World,unreleased,Switch\,XboxOne,na,na,na,na
Hollow,unreleased,Switch,na,na,na,na,na
Hollow Knight: Silksong,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Hollow_Knight_Silksong_logo_%28black%29.png/220px-Hollow_Knight_Silksong_logo_%28black%29.png,Switch,na,na,na,na,na
Holy Potatoes! A Weapon Shop?!,unreleased,Switch,na,na,na,na,na
Holy Potatoes! What the Hell?!,unreleased,Switch,na,na,na,na,na
Hook,unreleased,Switch,na,na,na,na,na
Hot Springs Story,https://upload.wikimedia.org/wikipedia/en/e/e4/Hot_Springs_Story.jpg,Switch,na,na,na,na,na
Hototogisu Tairan 1553: Ryuuko Aiutsu,unreleased,Switch,na,na,na,na,na
Human Resource Machine,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Human_resource_machine_cover.jpg/220px-Human_resource_machine_cover.jpg,Switch\,WiiU,na,na,na,na
Huntdown,unreleased,Switch,na,na,na,na,na
Hyper Sentinel,unreleased,Switch\,XboxOne,na,na,na,na
Hyper Sports R,unreleased,Switch,na,na,na,na,na
Hyrule Warriors,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Hyrule_Warriors_NA_game_cover.png/220px-Hyrule_Warriors_NA_game_cover.png,Switch\,WiiU,na,na,na,na
I Am the Hero,unreleased,Switch,na,na,na,na,na
I Hate Running Backwards,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/IHRB_CoverArt.png/220px-IHRB_CoverArt.png,Switch\,XboxOne,na,na,na,na
I wanna fly,unreleased,Switch,na,na,na,na,na
I\, Zombie,unreleased,Switch\,XboxOne,na,na,na,na
Ice Cream Surfer,unreleased,Switch\,WiiU,na,na,na,na
Implosion: Never Lose Hope,https://upload.wikimedia.org/wikipedia/en/0/00/Implosion-_Never_Lose_Hope_-_cover.png,Switch,na,na,na,na,na
The Infectious Madness of Doctor Dekker,unreleased,Switch\,XboxOne,na,na,na,na
Infernium,unreleased,Switch,na,na,na,na,na
Inksplosion,unreleased,Switch\,XboxOne,na,na,na,na
Inmost,unreleased,Switch,na,na,na,na,na
The Inner World: The Last Wind Monk,unreleased,Switch\,XboxOne,na,na,na,na
InnerSpace,unreleased,Switch\,XboxOne,na,na,na,na
Inops,unreleased,Switch,na,na,na,na,na
Into the Breach,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Into_the_breach_cover.png/220px-Into_the_breach_cover.png,Switch,na,na,na,na,na
Inversus Deluxe,unreleased,Switch\,XboxOne,na,na,na,na
Ion Maiden,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Ion_maiden_logo.jpg/220px-Ion_maiden_logo.jpg,Switch,na,na,na,na,na
Ira,unreleased,Switch,na,na,na,na,na
Iro Hero,unreleased,Switch,na,na,na,na,na
Ise Shima Mystery Guide: The False Black Pearl,unreleased,Switch,na,na,na,na,na
Islabomba,unreleased,Switch,na,na,na,na,na
Island Flight Simulator,unreleased,Switch\,WiiU,na,na,na,na
It's Spring Again,unreleased,Switch,na,na,na,na,na
Ittle Dew 2+,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Ittle_Dew_2.jpg/220px-Ittle_Dew_2.jpg,Switch,na,na,na,na,na
Jang-Navi Mahjong Online,unreleased,Switch,na,na,na,na,na
J.B. Harold Murder Club,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/J.B._Harold_Murder_Club_Cover.jpg/250px-J.B._Harold_Murder_Club_Cover.jpg,Switch,na,na,na,na,na
Jettomero: Hero of the Universe,unreleased,Switch\,XboxOne,na,na,na,na
Johnny Turbo's Arcade: Bad Dudes,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Bad_Dudes_DragonNinja_arcadeflyer.png/220px-Bad_Dudes_DragonNinja_arcadeflyer.png,Switch,na,na,na,na,na
Johnny Turbo's Arcade: Gate of Doom,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Darkseal.jpg/220px-Darkseal.jpg,Switch,na,na,na,na,na
The Journey Down Trilogy,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/The_Journey_Down_cover.png/220px-The_Journey_Down_cover.png,Switch,na,na,na,na,na
Juicy Realm,unreleased,Switch,na,na,na,na,na
Jumping Joe & Friends,unreleased,Switch,na,na,na,na,na
Jurassic Pinball,unreleased,Switch,na,na,na,na,na
Just Shapes & Beats,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Just_Shapes_%26_Beats.jpg/220px-Just_Shapes_%26_Beats.jpg,Switch,na,na,na,na,na
Jydge,unreleased,Switch\,XboxOne,na,na,na,na
Kaet Must Die!,unreleased,Switch,na,na,na,na,na
Kaiji: Steel Beam Crossing of Despair,unreleased,Switch,na,na,na,na,na
Katamari Damacy Reroll,https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/KatamariDamacybox.jpg/220px-KatamariDamacybox.jpg,Switch,na,na,na,na,na
Katana Zero,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Katana_Zero_pre-release_Steam_header.jpg/220px-Katana_Zero_pre-release_Steam_header.jpg,Switch,na,na,na,na,na
Keep Talking and Nobody Explodes,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Keep_talking_and_nobody_explodes_logo.png/220px-Keep_talking_and_nobody_explodes_logo.png,Switch\,XboxOne,na,na,na,na
Keiji J.B. Harold no Jikenbo: Manhattan Requiem,unreleased,Switch,na,na,na,na,na
Kemono Heroes,unreleased,Switch,na,na,na,na,na
Kentucky Route Zero: TV Edition,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Kentucky_Route_Zero_title.png/220px-Kentucky_Route_Zero_title.png,Switch\,XboxOne,na,na,na,na
Kid Tripp,unreleased,Switch,na,na,na,na,na
Killer Queen Black,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Killer_Queen.png/220px-Killer_Queen.png,Switch\,XboxOne,na,na,na,na
The King's Bird,unreleased,Switch\,XboxOne,na,na,na,na
Kirby Star Allies,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Kirby_Star_Allies.jpg/220px-Kirby_Star_Allies.jpg,Switch,na,na,na,na,na
Kitten Squad,unreleased,Switch,na,na,na,na,na
Knight Terrors,unreleased,Switch,na,na,na,na,na
A Knight's Quest,unreleased,Switch,na,na,na,na,na
KnightOut,unreleased,Switch,na,na,na,na,na
Knights of Pen and Paper +1 Deluxier Edition,unreleased,Switch,na,na,na,na,na
Koi DX,unreleased,Switch\,WiiU,na,na,na,na
Labyrinth of Refrain: Coven of Dusk,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/CovenAndLabyrinthOfRefrain.jpg/220px-CovenAndLabyrinthOfRefrain.jpg,Switch,na,na,na,na,na
Landflix Odyssey,unreleased,Switch,na,na,na,na,na
Last Encounter,unreleased,Switch,na,na,na,na,na
Layers of Fear: Legacy,https://upload.wikimedia.org/wikipedia/en/4/4d/Layers_of_Fear_Cover.png,Switch,na,na,na,na,na
Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/LaytonMystery3ds.jpg/220px-LaytonMystery3ds.jpg,Switch,na,na,na,na,na
League of Evil,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/League_of_Evil.jpg/220px-League_of_Evil.jpg,Switch\,XboxOne,na,na,na,na
Legend of Kay,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Legend_of_Kay_Coverart.png/220px-Legend_of_Kay_Coverart.png,Switch,na,na,na,na,na
The Legend of Bum-bo,unreleased,Switch,na,na,na,na,na
The Legend of Zelda: Breath of the Wild,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/The_Legend_of_Zelda_Breath_of_the_Wild.jpg/220px-The_Legend_of_Zelda_Breath_of_the_Wild.jpg,Switch\,WiiU,na,na,na,na
The Legend of Zelda: Link's Awakening,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/The_Legend_of_Zelda_Link%27s_Awakening_%282019_video_game%29.jpg/220px-The_Legend_of_Zelda_Link%27s_Awakening_%282019_video_game%29.jpg,Switch,na,na,na,na,na
Lego The Incredibles,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Lego_The_Incredibles_cover_art.png/220px-Lego_The_Incredibles_cover_art.png,Switch\,XboxOne,na,na,na,na
Leif's Adventure: Netherworld Hero,unreleased,Switch,na,na,na,na,na
Letter Quest Remastered,unreleased,Switch\,WiiU,na,na,na,na
L.F.O.: Lost Future Omega,unreleased,Switch,na,na,na,na,na
The Liar Princess and the Blind Prince,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Liar_Princess_and_the_Blind_Prince_Box_Art.jpg/220px-Liar_Princess_and_the_Blind_Prince_Box_Art.jpg,Switch,na,na,na,na,na
Lichtspeer: Double Speer Edition,unreleased,Switch,na,na,na,na,na
Light Fall,unreleased,Switch\,XboxOne,na,na,na,na
Light Fingers,unreleased,Switch,na,na,na,na,na
Lightseekers,unreleased,Switch,na,na,na,na,na
Little Dragons Café,unreleased,Switch,na,na,na,na,na
Little Friends: Dogs & Cats,unreleased,Switch,na,na,na,na,na
